vertex:
0	20.13
1	27.85
2	140.98
3	57.5
4	33.53
5	0.3
6	20.8
7	27.85
8	15.64
9	87.94
10	12.26
11	100.63
12	135.98
13	73.93
14	6.05
15	11.22
16	2.37
17	7.57
18	9.82
19	137.5
20	26.39
21	50.61
22	21.34
23	22.73
24	2.56
25	51.92
26	0
27	185.78
28	38.16
29	91.59
30	42.11
31	24.27
32	76.89
33	23.61
34	143.8
35	99.71
36	251.99
37	69.58
38	182.14
39	14.86
40	78.89
41	76.12
42	23.35
43	34.94
44	114.05
45	99.19
46	196.01
47	4.76
48	145.28
49	1.78
50	7.09
51	0.32
52	59.1
53	40.86
54	223.78
55	5.24
56	4.58
57	44.68
58	97.45
59	10.69
60	17.99
61	106.1
62	46.47
63	27.85
64	19.35
65	23.49
66	73.55
67	60.21
68	16.33
69	94.29
70	50.51
71	165.73
72	91.48
73	6.4
74	92.37
75	2.07
76	15.99
77	3.38
78	121.34
79	121.3
80	127.22
81	16.81
82	10.26
83	12.99
84	104.12
85	18.11
86	42.25
87	137.41
88	2.46
89	46.1
90	29.15
91	142.12
92	10.63
93	7.46
94	0.06
95	23
96	134.18
97	17.29
98	1.14
99	0.05
100	48.74
101	7.97
102	106.05
103	51.34
104	32.95
105	97.89
106	3.32
107	259.89
108	47.97
109	109.89
110	87.27
111	167.71
112	2.64
113	136.23
114	0.9
115	47.32
116	177.2
117	35.52
118	110.49
119	179.41
120	55.03
121	74.25
122	19.25
123	291.98
124	0
126	0
127	141.41
128	110.57
129	58.62
130	37.55
131	10.15
132	90.68
133	145.41
134	102.67
135	133.27
136	167.22
137	30.92
138	42.52
139	0
140	0.13
141	82.44
142	58.25
143	1.65
144	0.46
145	331.83
146	5.4
147	96.6
148	128.7
149	128.58
150	38.02
151	0
152	0.06
153	19.4
154	121.02
155	91.83
156	127.52
157	19.14
158	95.13
159	69.88
160	30.14
161	61.39
162	59.59
163	50.32
164	38.49
165	23.46
166	3.1
167	91.04
168	152.61
169	12.58
170	29.08
171	74.69
172	129.43
173	108.79
174	1.1
175	182.66
176	13.76
177	9.63
178	46.68
179	1.25
180	34.32
181	29.95
182	49.89
183	106.7
184	209.6
185	144.96
186	51.78
187	61.93
188	90.41
189	98.77
190	218.79
191	17.08
192	10.15
193	0.02
194	47.33
195	94.89
196	547.73
197	107.71
198	144.38
199	177.2
200	6.52
201	304.32
202	61.7
203	109.69
204	149.8
205	36.02
206	37.92
207	0
208	0.41
210	0

edges:
1	1.48	<1, 0>
2	2.58	<2, 0>
3	2.2	<2, 1>
4	1.71	<3, 0>
5	1.4	<3, 1>
6	2.25	<3, 2>
7	1.63	<4, 0>
8	1.92	<4, 1>
9	2.69	<4, 2>
10	2.02	<4, 3>
11	1.54	<6, 0>
12	1.75	<6, 1>
13	2.48	<6, 2>
14	1.82	<6, 3>
15	1.58	<6, 4>
16	1.32	<7, 0>
17	1.76	<7, 1>
18	2.65	<7, 2>
19	1.79	<7, 3>
20	1.54	<7, 4>
21	1.2	<7, 6>
22	1.15	<8, 0>
23	1.64	<8, 1>
24	2.64	<8, 2>
25	1.88	<8, 3>
26	1.56	<8, 4>
27	1.47	<8, 6>
28	1.26	<8, 7>
29	2.17	<9, 0>
30	1.71	<9, 1>
31	1.69	<9, 2>
32	1.82	<9, 3>
33	2.15	<9, 4>
