0	223	17.4
1	1	0
2	2016	2.67
3	2390	2.69
4	201	2.07
5	5	0
6	479	7.92
7	103	1.05
8	60	0.97
9	16	1.62
10	423	9.04
11	523	16.35
12	204	10.55
13	303	16.65
14	1713	3.25
15	529	14.91
16	25	1.68
17	146	20.77
18	259	12.25
19	424	6.47
20	288	13.6
21	140	14.91
22	1298	5.66
23	284	12.6
24	497	4.38
25	100	12.78
26	697	12.75
27	142	17.06
28	115	10.56
29	64	6.44
30	45	4.44
31	194	4.87
32	15	2
33	91	15.38
34	116	16.5
35	212	23.38
36	159	9.16
37	295	9.72
38	590	16.45
39	764	5.86
40	87	1.43
41	229	16.69
42	353	9.89
43	6	0.67
44	169	12.64
45	206	15.66
46	1	0
47	90	2.49
48	52	16.5
49	32	5.5
50	532	5.04
51	36	2.44
52	286	14.26
53	2	1
54	1210	2.52
55	755	5.1
56	62	8
57	276	8.27
58	1243	3.86
59	3	0.67
60	209	19.88
61	3	0.67
62	178	14.07
63	362	15.02
64	3	0.67
65	48	13.96
66	1	0
67	7	1.14
68	165	0.99
69	37	0.76
70	5	1.6
71	74	2.43
72	36	2.61
73	40	2.2
74	7	0.29
75	2	1
76	2	1
77	67	1.7
78	36	0.44
79	77	8.99
80	2	0
81	1	0
82	57	6.63
83	2	1
84	5	1.2
85	68	1.65
86	4	2.5
87	2	1
88	2	1
89	2	1
90	2	1
91	2	1
92	17	0.24
93	2	1
94	2	1
95	2	1
96	62	7.68
97	7	1.71
98	311	1.39
99	2	1
100	91	5.63
101	3	0
102	61	0.89
103	15	0.4
104	2	0
105	46	1.39
106	10	3.8
107	14	0.57
108	22	0.36
109	3	1.33
110	2	1
111	175	0.41
112	3	1.33
113	2	1
114	5	2
115	2	1
116	4	3
117	1	0
118	2	1
119	2	1
120	2	1
121	23	1.13
122	10	6.2
123	2	1
124	2	0
125	2	1
126	17	5.88
127	538	4
128	361	6.39
129	3	0.67
130	2	0
131	2	0
132	1	0
133	3	0.67
134	2	0
135	2	0
136	6	2.67
137	3	1.33
138	2	1
139	22	2.18
140	5	0
141	2	1
142	9	4.22
143	4	0.5
144	3	1.33
145	2	1
146	8	1.25
147	2	1
148	2	1
149	5	0.4
150	26	0.23
151	2	1
152	2	1
153	2	1
154	2	1
155	2	1
156	197	0.82
157	658	2.05
158	2	0
159	10	1.4
160	176	0.42
161	1	0
162	2	1
163	2	1
164	2	1
165	34	0.82
166	2	1
167	2	1
168	2	1
169	2	1
170	2	1
171	1	0
172	5	0.4
173	26	1.92
174	5	0
175	2	0
176	2	1
177	7	0.29
178	14	0.86
179	113	4.69
180	2	1
181	2	1
182	1	0
183	5	1.2
184	25	1.04
185	2	1
186	28	13.79
187	4	0
188	132	4.55
189	2	0
190	2	1
191	1	0
192	2	1
193	5	0.8
194	5	0.4
195	3	2
196	2	0
197	3	0
198	4	1.5
199	2	1
200	2	1
201	14	0.29
202	2	0
203	1	0
204	2	1
205	46	1.78
206	2	1
207	2	1
208	2	1
209	4	1.5
210	9	3.78
211	2	1
212	9	0.22
213	12	4.67
214	3	2
215	2	1
216	1	0
217	1	0
218	125	4.13
219	8	0.25
220	2	0
221	2	0
222	2	1
223	32	0.81
224	2	0
225	1	0
226	3	0.67
227	2	0
228	23	1.04
229	6	0.67
230	1	0
231	1	0
232	2	1
233	2	0
234	7	0.57
235	34	4.06
236	23	0
237	1	0
238	10	0.6
239	1	0
240	34	0.41
241	2	1
242	1	0
243	1	0
244	2	1
245	1	0
246	3	2
247	2	1
248	2	1
249	2	1
250	1	0
251	2	1
252	2	1
253	2	1
254	1	0
255	2	1
256	1	0
257	2	0
258	5	2
259	2	1
260	3	2
261	1	0
262	2	1
263	2	1
264	1	0
265	1	0
266	1	0
267	2	1
268	1	0
269	2	1
270	3	2
271	11	1.45
272	4	2.5
273	2	1
274	1	0
275	2	0
276	1	0
277	2	1
278	2	1
279	4	2
280	2	1
281	2	0
282	4	1
283	2	1
284	18	1.89
285	2	0
286	43	1.86
287	2	1
288	12	0
289	2	0
290	5	3.2
291	1	0
292	2	0
293	28	0.21
294	3	0.67
295	268	6.26
296	1	0
297	3	2
298	4	0.5
299	1	0
300	4	1
301	2	0
302	1	0
303	1	0
304	2	0
305	2	1
306	2	1
307	2	0
308	2	0
309	2	1
310	24	3
311	11	4.55
312	3	0
313	10	1
314	1	0
315	3	2
316	2	1
317	1	0
318	2	1
319	2	0
320	1	0
321	1	0
322	2	1
323	1	0
324	2	0
325	25	0.48
326	19	0.63
327	2	0
328	2	1
329	5	1.6
330	2	1
331	2	0
332	138	1.55
333	1	0
334	2	1
335	1	0
336	4	2
337	2	1
338	17	0.24
339	2	0
340	2	1
341	2	1
342	2	1
343	18	0.22
344	3	0.67
345	2	0
346	2	1
347	2	1
348	2	1
349	2	1
350	2	1
351	8	0.25
352	2	1
353	3	2
354	43	10.56
355	8	1
356	2	0
357	2	1
358	1	0
359	2	1
360	2	1
361	2	1
362	1	0
363	2	1
364	2	0
365	4	1
366	2	1
367	2	1
368	11	0
369	2	1
370	49	7.63
371	9	0.67
372	2	0
373	2	1
374	1	0
375	2	1
376	21	0
377	1	0
378	2	1
379	1	0
380	2	1
381	3	1.33
382	3	2
383	2	1
384	3	2
385	2	1
386	4	3
387	26	9.62
388	4	0.5
389	2	0
390	2	1
391	3	0
392	3	0
393	13	0.31
394	2	0
395	51	1.92
396	2	0
397	2	0
398	3	0
399	2	0
400	2	1
401	1	0
402	2	1
403	2	1
404	2	1
405	10	1.4
406	2	0
407	2	0
408	11	1.64
409	3	2
410	1	0
411	2	1
412	1	0
413	2	0
414	2	1
415	2	1
416	1	0
417	1	0
418	2	1
419	2	0
420	2	0
421	2	0
422	1	0
423	2	1
424	2	1
425	2	1
426	65	9.85
427	2	1
428	20	1.6
429	4	1
430	11	1.09
431	3	0.67
432	2	1
433	1	0
434	22	4
435	1	0
436	2	1
437	2	0
438	2	0
439	1	0
440	2	1
441	2	1
442	1	0
443	21	9.14
444	1	0
445	1	0
446	7	1.43
447	3	0.67
448	16	0.12
449	2	1
450	2	1
451	2	1
452	2	1
453	48	5.75
454	2	1
455	2	0
456	5	0.4
457	4	2
458	2	1
459	2	0
460	8	0.25
461	2	1
462	2	1
463	4	0
464	2	0
465	6	0.33
466	18	0.11
467	2	1
468	3	2
469	3	2
470	2	1
471	2	0
472	9	0.22
473	2	1
474	1	0
475	1	0
476	2	0
477	2	1
478	2	1
479	2	1
480	1	0
481	1	0
482	2	1
483	2	1
484	2	1
485	3	0.67
486	2	0
487	1	0
488	28	0.36
489	2	1
490	5	1.6
491	68	6.09
492	13	0.31
493	3	0.67
494	5	2
495	2	1
496	2	1
497	2	1
498	2	1
499	2	1
500	2	1
501	8	0
502	2	0
503	1	0
504	10	0
505	2	0
506	2	0
507	13	0.15
508	3	0.67
509	1	0
510	2	1
511	2	1
512	11	2.18
513	1	0
514	2	1
515	2	1
516	2	1
517	2	1
518	2	1
519	1	0
520	1	0
521	2	1
522	5	1.6
523	2	0
524	1	0
525	2	1
526	1	0
527	6	3.33
528	2	0
529	2	1
530	5	1.6
531	2	1
532	2	1
533	2	1
534	1	0
535	1	0
536	2	1
537	2	0
538	45	2.4
539	2	0
540	3	2
541	2	1
542	2	0
543	3	0
544	3	0
545	36	17.11
546	1	0
547	2	1
548	2	1
549	2	1
550	2	1
551	1	0
552	2	1
553	1	0
554	2	1
555	2	1
556	2	1
557	2	1
558	4	2.5
559	2	0
560	2	1
561	7	1.14
562	2	1
563	3	2
564	2	0
565	2	1
566	2	1
567	1	0
568	3	2
569	2	1
570	4	0
571	2	0
572	2	1
573	26	1.31
574	2	1
575	11	0.55
576	2	0
577	2	1
578	1	0
579	2	0
580	5	1.6
581	2	1
582	3	2
583	1	0
584	1	0
585	4	1.5
586	1	0
587	2	0
588	1	0
589	2	1
590	1	0
591	2	1
592	2	0
593	3	0.67
594	1	0
595	2	1
596	2	1
597	2	1
598	2	1
599	5	0.4
600	2	0
601	2	1
602	1	0
603	1	0
604	2	1
605	8	3.5
606	4	2
607	1	0
608	2	1
609	1	0
610	2	0
611	24	2
612	2	1
613	5	1.2
614	2	1
615	2	0
616	3	1.33
617	1	0
618	4	2
619	3	2
620	2	1
621	2	1
622	2	0
623	11	0
624	1	0
625	2	1
626	4	2
627	2	0
628	4	1
629	4	0
630	2	0
631	1	0
632	2	1
633	1	0
634	2	1
635	2	1
636	2	1
637	1	0
638	1	0
639	1	0
640	2	1
641	3	2
642	1	0
643	1	0
644	2	1
645	2	1
646	4	2
647	2	1
648	2	1
649	5	0.4
650	8	0.75
651	9	0.89
652	10	1.4
653	4	1
654	7	0.86
655	2	1
656	2	1
657	2	1
658	2	0
659	17	0.24
660	12	0
661	1	0
662	1	0
663	10	5.4
664	2	1
665	2	1
666	2	1
667	8	0.25
668	1	0
669	3	2
670	1	0
671	3	2
672	2	0
673	91	0.9
674	2	0
675	2	0
676	2	1
677	4	2
